CustomerID,Gender,Age,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0444,Female,41,Spain,1,173648.86,3,0,0,40443.41,0
0445,Female,69,France,6,182245.27,2,1,0,61335.04,0
0446,Male,32,France,2,215422.73,4,0,0,64728.44,0
0447,Male,46,Germany,2,68517.9,2,1,1,146703.91,0
0448,Female,25,France,10,201767.73,2,1,1,143653.29,0
0449,Male,22,France,1,48810.15,2,0,1,122019.26,0
0450,Female,46,France,10,86335.49,1,0,0,43832.25,0
0451,Female,64,Germany,7,83902.61,2,0,1,19525.22,1
0452,Female,21,Spain,5,244631.37,4,0,0,54366.58,0
0453,Female,29,Spain,0,214134.31,4,1,0,47351.24,1
0454,Female,62,France,0,175292.47,4,1,0,80829.61,0
0455,Male,19,Spain,6,181764.19,2,0,1,118881.91,0
0456,Male,44,Germany,7,140518.2,3,1,0,130165.21,0
0457,Female,48,Germany,4,236772.67,3,1,1,128280.97,1
0458,Female,68,Spain,10,124064.69,4,1,1,60354.58,0
0459,Male,68,Spain,4,95129.43,1,0,0,106212.81,0
0460,Male,53,France,3,40758.83,3,1,0,53796.79,1
0461,Female,53,Spain,5,196551.41,2,0,1,18526.78,0
0462,Male,43,France,5,183610.98,3,0,1,108219.14,1
0463,Female,60,France,2,96088.76,4,1,1,11375.86,0
0464,Male,44,Germany,8,6298.35,1,1,1,67285.56,1
0465,Female,22,Germany,10,209749.33,3,0,1,56113.1,0
0466,Male,37,Germany,6,2854.5,3,1,1,107072.86,0
0467,Female,28,Germany,0,175924.94,4,1,0,117274.37,0
0468,Male,27,Spain,6,242564.28,1,0,1,52573.25,0
0469,Male,57,Germany,4,109415.33,1,0,1,123627.78,0
0470,Female,55,Spain,4,58743.35,4,0,1,51148.35,0
0471,Male,23,Germany,1,176217.75,2,0,1,72485.69,0
0472,Female,25,Spain,3,204282.04,3,1,0,111782.59,0
0473,Male,40,France,5,136607.58,2,1,0,107008.83,0
0474,Female,64,Spain,9,241758.82,3,0,1,148231.59,0
0475,Male,43,Spain,10,12917.18,3,0,1,41522.54,1
0476,Female,63,Germany,6,126198.9,2,0,1,102724.51,0
0477,Male,60,Spain,10,179613.49,4,1,0,95355.47,0
0478,Female,29,France,4,215660.12,4,0,0,138113.78,0
0479,Male,43,France,8,44813.9,3,1,0,31890.7,0
0480,Female,30,Germany,2,200000.87,4,0,0,115251.74,0
0481,Female,57,France,0,138176.77,3,0,0,89557.61,0
0482,Female,35,Spain,3,99138.42,4,0,0,48453.22,0
0483,Male,42,France,8,32928.76,3,1,1,76420.89,1
0484,Female,50,Germany,3,216323.94,4,1,0,56728.72,0
0485,Male,64,Spain,1,39318.3,1,1,0,91103.88,0
0486,Female,57,Germany,9,77446.96,2,0,1,134460.09,0
0487,Male,60,Spain,4,72511.38,1,1,0,89702.7,0
0488,Female,29,France,2,217853.51,2,1,1,98441.14,0
0489,Male,61,Germany,8,168175.75,2,0,0,82624.7,0
0490,Male,53,Germany,3,199170.35,3,0,1,17163.17,0
0491,Female,65,Spain,5,62616.97,2,1,1,42600.2,0
0492,Male,21,Germany,1,156218.52,1,1,1,78880.24,0
0493,Male,22,Spain,5,142936.5,1,1,1,53432.94,0
0494,Female,54,Spain,2,208207.59,4,1,1,35446.9,1
0495,Male,25,Spain,8,226521.77,1,0,0,80578.6,0
0496,Male,59,Spain,10,3039.19,4,0,0,55193.37,1
0497,Male,66,France,1,168504.98,2,0,1,46135.07,1
0498,Female,45,Spain,8,12958.95,1,1,1,74957.96,0
0499,Male,48,Germany,4,137214.67,2,1,1,28659.8,0
0500,Female,26,France,7,71908.18,1,0,0,139884.4,0
0501,Male,68,Germany,1,76694.15,1,0,1,131478.29,1
0502,Male,46,France,5,88239.63,4,1,1,109066.88,0
0503,Male,31,Spain,2,155323.11,2,1,1,24869.94,0
0504,Female,57,France,9,83512.49,1,0,1,118622.82,0
0505,Male,58,France,4,183174.76,3,0,0,123114.03,1
0506,Male,39,Germany,7,101131.85,2,0,1,117487.05,0
0507,Female,28,Germany,9,17088.3,2,1,1,25955.22,1
0508,Male,40,Spain,0,195939.96,2,1,0,100147.11,0
0509,Female,18,France,4,71439.58,4,1,1,126805.47,0
0510,Female,63,France,2,108191.72,3,1,1,90829.48,0
0511,Male,54,France,3,171360.97,2,1,0,100497.03,0
0512,Female,38,Spain,1,83114.04,1,1,0,74170.89,0
0513,Male,43,Spain,8,14146.41,1,0,0,84019.02,0
0514,Female,63,Spain,2,93480.26,4,0,1,14812.76,1
0515,Female,53,Spain,1,236112.15,1,1,1,99454.82,0
0516,Male,40,Spain,9,160433.6,2,0,0,21402.61,1
0517,Female,18,Germany,10,167869.79,1,1,0,70902.04,0
0518,Female,68,France,8,158070.54,2,0,0,50971.71,1
0519,Female,57,France,6,49748.03,1,1,1,86359.91,0
0520,Female,32,France,5,104583.47,3,0,1,28678.29,1
0521,Female,38,France,0,187734.95,4,0,0,106830.08,1
0522,Male,64,France,4,25343.22,4,1,1,121301.62,0
0523,Female,26,France,10,69463.19,3,1,0,32869.62,0
0524,Male,26,France,10,69079.78,3,0,1,24603.83,0
0525,Female,27,France,2,108004.73,4,0,1,30372.17,0
0526,Male,69,Germany,0,245092.19,3,1,1,132797.86,1
0527,Male,43,France,3,16875.64,2,0,1,83946.5,0
0528,Female,58,Germany,1,129675.25,1,1,0,75416.54,0
0529,Female,52,Spain,1,44841.17,4,1,1,24939.65,0
0530,Female,69,France,2,242669.14,3,0,1,100937.84,1
0531,Male,42,Spain,7,28325.88,2,1,0,131519.94,1
0532,Female,43,Spain,7,100900.25,4,0,1,125946.02,0
0533,Male,28,Spain,6,184471.25,3,0,0,97647.66,0
0534,Male,55,Germany,5,176138.61,4,1,0,20539.02,0
0535,Male,19,Spain,8,105682.16,3,0,1,25735.58,0
0536,Female,24,Spain,3,86631.04,4,1,1,16903.26,0
0537,Female,35,Spain,0,99403.09,2,1,0,46047.09,0
0538,Male,44,France,7,66069.07,2,1,0,28992.61,0
0539,Male,51,France,6,51333.23,1,0,0,46406.73,0
0540,Female,44,Germany,6,120759.92,4,1,1,63908.13,0
0541,Male,34,Germany,2,67133.44,1,0,0,142017.59,0
0542,Female,60,France,3,71865.42,4,1,0,95452.65,0
0543,Male,61,Germany,9,164189.02,3,1,0,126896.33,0
0544,Female,68,France,8,242134.33,3,1,1,109449.21,0
0545,Male,41,Spain,5,150909.3,1,0,0,25750.44,0
0546,Female,42,Spain,4,19244.87,4,0,1,113028.86,0
0547,Male,24,Germany,2,18895.9,1,1,1,48513.84,0
0548,Female,69,France,8,237855.81,2,1,0,99475.1,1
0549,Female,23,France,4,74322.7,1,0,1,57734.68,0
0550,Male,41,Germany,4,23016.75,1,0,0,149674.12,0
0551,Male,50,France,3,149761.15,3,0,1,46897.21,0
0552,Female,66,Spain,3,155912.19,1,1,1,49078.27,0
0553,Male,46,Germany,0,162126.21,4,0,0,140294.12,0
0554,Female,60,Germany,6,66850.51,3,1,0,13450.22,0
0555,Male,39,France,8,3777.67,1,0,0,107536.46,0
0556,Female,43,Germany,2,241253.84,2,1,1,111545.69,0
0557,Female,45,France,1,62723.26,1,1,1,127093.0,0
0558,Female,67,France,2,169006.57,1,1,0,146421.5,0
0559,Female,38,France,0,176657.47,1,0,0,146584.27,0
0560,Female,66,France,5,152501.85,3,0,1,19138.75,0
0561,Female,24,France,10,78226.85,4,0,1,125057.51,0
0562,Male,34,Germany,10,67774.06,2,1,1,100483.39,1
0563,Male,37,Spain,6,149417.07,1,1,0,100627.9,0
0564,Male,58,Spain,10,216523.91,4,0,1,27968.99,0
0565,Female,66,Germany,10,236683.43,4,1,0,101026.2,1
0566,Female,37,Germany,1,26476.45,3,1,1,147547.56,0
0567,Female,39,Spain,7,38707.15,2,1,1,137654.6,0
0568,Female,45,Spain,5,236184.06,3,0,0,71478.29,0
0569,Male,57,Spain,3,184133.81,4,1,0,15592.72,1
0570,Male,66,Spain,4,220748.46,4,0,0,60721.09,1
0571,Female,24,Spain,7,50658.16,4,0,1,125694.64,0
0572,Male,18,France,2,146896.47,3,0,1,108209.87,0
0573,Male,49,Germany,2,175284.9,2,0,1,74308.11,0
0574,Female,30,France,10,170027.97,1,0,0,17714.21,0
0575,Male,47,Spain,3,102037.92,3,1,1,69765.26,0
0576,Female,40,Spain,0,3848.72,4,0,0,75663.49,0
0577,Male,68,Spain,8,145731.51,3,0,0,139997.77,0
0578,Female,36,France,7,63275.38,4,0,0,99752.05,0
0579,Female,49,France,7,112563.56,1,1,1,53631.41,0
0580,Female,47,Spain,9,239395.25,1,1,1,83544.56,0
0581,Female,46,France,5,99758.83,2,1,0,19247.74,0
0582,Male,66,France,6,209950.4,4,1,1,146159.55,1
0583,Female,62,Spain,5,47135.15,2,0,0,60408.39,0
0584,Female,46,France,8,168115.12,2,0,0,76901.43,0
0585,Female,47,Germany,2,244251.74,1,1,1,59739.76,0
0586,Male,33,Germany,2,25473.28,3,1,0,105551.64,0
0587,Female,57,Germany,2,2079.99,3,1,0,102712.5,1
0588,Male,36,Germany,9,108395.7,2,1,1,110145.12,0
0589,Female,35,Spain,2,23156.37,1,0,0,47540.05,0
0590,Male,18,Spain,8,187096.09,4,1,0,54193.59,0
0591,Male,31,Spain,3,228637.17,3,1,0,27535.17,0
0592,Female,68,Germany,6,108505.24,2,1,0,101771.4,1
0593,Male,64,Germany,8,64677.91,3,1,0,15571.6,0
0594,Female,67,France,10,108600.83,3,1,0,93675.53,0
0595,Female,19,France,6,180861.95,4,1,0,131757.42,0
0596,Female,45,Germany,8,2263.54,1,1,1,134716.5,0
0597,Male,66,Germany,2,147363.5,4,0,1,72865.29,1
0598,Male,67,Germany,3,153322.92,1,0,0,74302.52,0
0599,Female,47,Germany,7,159422.06,3,0,0,20775.69,1
0600,Female,55,France,5,60505.52,2,0,1,103907.1,0
0601,Male,68,Germany,4,178513.18,4,0,1,124976.32,0
0602,Female,21,France,3,22847.87,1,0,1,44251.71,0
0603,Female,18,Germany,7,49817.58,3,1,1,68982.12,0
0604,Female,25,Germany,0,219367.51,1,1,1,127437.51,0
0605,Male,46,Germany,8,184680.79,1,0,0,132796.87,0
0606,Male,56,France,0,3436.39,1,1,1,44045.2,0
0607,Male,20,France,7,62094.07,3,0,1,87079.89,0
0608,Female,49,Spain,3,53601.62,2,1,1,36949.04,0
0609,Female,27,Germany,8,67701.58,2,1,0,24263.03,0
0610,Female,27,Spain,10,61889.94,2,1,0,137556.87,0
0611,Male,36,Spain,4,15631.57,1,1,0,124871.05,0
0612,Female,63,France,2,114735.13,3,1,0,116404.89,0
0613,Female,51,France,8,183183.37,1,1,0,16827.28,1
0614,Female,50,Spain,10,151682.93,2,0,0,128122.03,0
0615,Female,40,Germany,8,168217.92,2,0,1,71326.17,1
0616,Male,45,France,3,20287.29,3,1,0,57935.32,0
0617,Male,49,Germany,10,237872.68,1,0,0,86506.69,0
0618,Female,67,Germany,3,209622.96,4,1,1,22789.45,0
0619,Male,24,Spain,7,201272.58,4,0,0,115930.52,0
0620,Male,46,Spain,1,205745.95,2,1,1,91540.91,0
0621,Female,25,Spain,8,233177.63,3,0,1,36122.61,0
0622,Female,18,Spain,5,136063.49,1,1,0,36352.51,0
0623,Male,20,France,8,50070.5,1,0,1,35794.81,0
0624,Female,41,France,7,154195.9,2,1,1,17980.33,0
0625,Male,40,Spain,6,185720.37,2,0,1,92291.78,1
0626,Female,25,France,0,184479.35,1,1,1,127648.74,0
0627,Male,64,Spain,2,130362.26,1,1,0,12449.75,0
0628,Female,54,Germany,10,17114.68,2,1,1,16860.65,0
0629,Male,20,Germany,1,92778.23,1,0,0,90187.84,0
0630,Male,68,Germany,4,230191.65,4,0,1,124729.4,0
0631,Male,50,Spain,4,146112.23,2,0,1,55743.44,0
0632,Female,45,Germany,4,134582.99,1,1,1,58946.02,1
0633,Male,64,France,3,67213.38,2,0,0,93488.51,0
0634,Male,25,Germany,4,92112.23,3,1,0,48389.8,0
0635,Female,51,Germany,2,223836.52,2,0,0,13725.17,1
0636,Female,52,Germany,0,166615.76,2,0,1,112931.99,1
0637,Male,49,France,4,196846.76,3,0,1,97590.99,0
0638,Male,41,Spain,8,113586.36,4,0,1,91305.84,1
0639,Female,31,France,8,157561.8,1,1,1,113835.78,0
0640,Female,49,Spain,3,62095.9,3,0,0,104532.32,1
0641,Female,63,Spain,2,176365.21,2,0,1,38823.48,0
0642,Female,60,Germany,0,106900.33,1,1,0,59347.35,0
0643,Female,33,Spain,1,110636.38,3,1,1,27655.42,0
0644,Male,21,France,7,162330.58,1,0,0,28179.98,0
0645,Female,69,France,0,234070.16,1,0,0,104667.4,0
0646,Male,54,Spain,7,16001.59,3,1,1,130204.01,0
0647,Male,38,Germany,6,206185.81,1,1,1,144782.56,0
0648,Male,31,Germany,7,73095.78,4,1,0,97968.6,0
0649,Female,48,France,5,110979.86,3,0,1,35774.19,0
0650,Male,65,Germany,8,5478.33,4,0,1,24791.05,0
0651,Male,35,Spain,2,75261.52,2,0,0,123799.14,0
0652,Female,24,Spain,9,125657.81,1,1,0,91025.91,0
0653,Male,27,France,3,14044.02,2,1,0,96559.9,1
0654,Male,24,Spain,5,122773.93,2,1,0,119404.69,0
0655,Female,50,France,7,231777.66,1,0,1,108458.81,0
0656,Male,40,Spain,4,26348.3,3,1,0,126824.16,0
0657,Male,38,France,2,191110.18,1,0,0,17869.95,0
0658,Male,36,Germany,5,102417.76,2,1,0,114652.89,0
0659,Female,65,Spain,3,163793.43,2,0,1,129119.39,0
0660,Female,36,Spain,8,65059.15,3,0,0,50058.91,1
0661,Female,53,France,2,39873.07,1,1,1,99662.62,0
0662,Male,46,France,3,40115.65,2,0,0,53982.69,0
0663,Male,35,Spain,6,17622.99,4,1,0,144115.95,0
0664,Female,19,France,6,46411.68,2,0,1,14679.3,1
0665,Male,18,Spain,3,166054.85,2,1,0,91171.0,0
0666,Male,64,Germany,5,220422.65,3,1,0,33310.5,0
0667,Female,22,France,2,203531.42,4,0,1,109710.83,0
0668,Female,37,Spain,5,171283.58,2,1,0,34624.64,0
0669,Male,28,Germany,1,27607.97,2,0,0,42953.66,0
0670,Male,59,Germany,7,72296.86,4,1,0,79211.91,0
0671,Male,19,Spain,1,77451.72,1,1,0,138076.89,1
0672,Female,20,France,10,62489.24,1,1,1,39640.01,0
0673,Female,40,Spain,6,128751.41,2,1,0,30193.6,0
0674,Female,29,Germany,8,133888.45,2,0,1,116256.76,0
0675,Female,37,Spain,0,89221.49,1,1,0,80086.73,0
0676,Male,22,France,7,88447.29,3,1,1,137649.92,0
0677,Female,54,Germany,6,207138.9,4,0,0,30526.04,0
0678,Female,55,Spain,5,197323.21,4,0,1,100429.91,0
0679,Female,47,France,5,76948.96,3,0,0,42603.08,0
0680,Female,26,Germany,5,228447.11,3,0,1,31946.46,0
0681,Female,51,France,8,238203.75,3,0,1,105680.12,0
0682,Male,61,Germany,1,81685.64,3,0,0,93115.85,1
0683,Male,52,Spain,0,88606.24,3,1,1,115675.84,0
0684,Female,69,France,5,126408.54,3,0,0,53324.76,0
0685,Male,39,Germany,9,235280.2,4,1,0,72716.03,0
0686,Female,61,France,10,219079.86,3,0,0,66766.03,0
0687,Female,41,France,7,25641.99,1,1,0,147772.52,1
0688,Male,34,Spain,2,98182.69,3,1,0,50914.85,0
0689,Male,27,France,9,138342.8,3,1,1,51274.41,0
0690,Female,47,Germany,0,125783.12,4,0,0,59636.75,0
0691,Female,63,Germany,8,48465.77,4,0,0,89043.17,0
0692,Female,40,Germany,0,214704.19,3,0,0,45325.18,0
0693,Male,49,Germany,2,169235.2,4,0,0,138140.59,0
0694,Female,34,Spain,7,209477.09,2,1,0,47195.98,1
0695,Female,67,France,2,214691.07,4,0,0,135414.2,1
0696,Female,68,Spain,3,187088.96,4,1,1,24486.51,0
0697,Male,34,France,7,109802.65,4,1,1,101918.78,0
0698,Female,31,France,0,152636.69,4,0,0,136977.97,1
0699,Female,26,France,5,40091.35,1,0,1,33624.92,0
0700,Male,57,Spain,0,168411.35,1,0,0,145565.77,0
0701,Female,19,France,0,44813.31,1,1,0,73403.67,0
0702,Female,62,Spain,7,173487.4,3,0,0,142400.12,1
0703,Male,42,Germany,10,57399.54,3,1,0,104754.81,1
0704,Female,56,Germany,3,29387.83,2,0,0,52222.16,0
0705,Male,26,France,0,41321.12,1,1,1,36362.35,0
0706,Male,39,Spain,9,498.03,3,0,1,52522.91,0
0707,Female,60,Germany,6,179684.9,4,0,1,23022.44,0
0708,Female,63,Spain,4,183100.26,4,1,1,30141.52,0
0709,Female,21,Spain,4,128733.34,1,0,0,24652.46,0
0710,Female,43,France,0,40340.7,2,0,1,69212.1,0
0711,Male,46,Germany,9,20888.58,2,0,0,121380.97,1
0712,Female,62,France,10,4782.24,4,0,1,29793.7,0
0713,Male,51,France,5,41437.04,2,0,1,28244.86,0
0714,Female,40,Germany,8,222713.88,1,0,1,100080.05,0
0715,Female,54,Germany,8,60384.21,4,0,1,37605.62,0
0716,Female,28,Spain,7,88567.83,3,1,0,23665.41,0
0717,Male,23,Germany,4,26336.37,3,1,1,33358.8,1
0718,Female,35,Spain,0,55590.33,2,0,1,139322.4,1
0719,Female,38,Spain,8,129806.14,4,0,0,125005.98,0
0720,Female,59,Spain,0,151938.17,4,0,0,59569.04,0
0721,Female,53,Germany,7,61338.08,3,1,1,101814.91,1
0722,Male,58,France,4,14433.04,4,1,0,85218.59,0
0723,Female,55,Spain,2,97758.22,4,0,0,104797.4,0
0724,Male,51,France,10,58550.84,4,1,0,105573.96,0
0725,Male,34,France,6,54888.48,2,0,1,98022.76,1
0726,Male,54,Germany,6,239965.7,4,0,0,47254.19,0
0727,Male,42,France,8,154075.12,1,0,1,15460.9,0
0728,Male,55,France,6,139219.61,2,0,1,73779.35,1
0729,Male,29,Germany,10,103943.78,4,1,1,134736.34,0
0730,Female,40,Spain,2,107236.08,4,1,1,89729.62,0
0731,Male,59,France,10,135226.25,1,0,0,126534.75,0
0732,Male,39,Germany,0,174107.45,2,1,1,148827.41,1
0733,Male,38,France,7,175536.52,3,1,0,32906.27,0
0734,Female,44,France,2,42923.48,3,0,1,106848.87,1
0735,Female,48,Spain,7,125028.19,2,1,0,104401.1,0
0736,Male,23,France,7,102989.52,4,0,1,147193.76,0
0737,Female,44,Germany,4,217631.74,4,0,0,147984.1,1
0738,Male,57,France,0,157854.73,3,0,1,106135.01,0
0739,Male,51,Spain,9,133126.02,3,0,1,44106.07,0
0740,Female,29,Spain,6,28848.66,3,1,0,121797.82,0
0741,Male,62,Germany,9,151409.47,1,0,1,24984.08,0
0742,Female,24,Spain,4,29300.98,3,1,1,119297.9,0
0743,Female,27,France,7,84301.64,1,0,1,137427.46,0
0744,Male,62,Spain,8,35710.49,2,0,0,63596.68,0
0745,Male,34,Germany,10,173018.41,4,1,1,98288.94,1
0746,Female,43,Spain,6,51563.03,3,0,1,70219.98,0
0747,Male,38,Spain,6,97964.84,4,1,0,71287.11,1
0748,Male,45,Spain,0,223918.69,4,1,0,53451.92,0
0749,Male,63,Germany,3,51079.1,3,0,0,116698.15,0
0750,Female,19,Spain,1,126951.27,3,0,0,141064.72,0
0751,Female,60,Spain,1,104817.92,2,0,0,141705.12,0
0752,Male,18,France,1,4531.01,1,0,1,34469.38,0
0753,Female,68,Germany,3,198189.53,1,0,1,132464.11,0
0754,Female,53,Spain,0,17261.48,4,0,1,113240.4,1
0755,Female,68,Germany,3,118563.76,3,1,0,45397.24,1
0756,Female,43,Spain,1,140169.57,2,1,1,19419.85,0
0757,Female,46,Spain,4,157106.61,2,0,0,47519.62,1
0758,Male,38,Spain,2,172157.91,2,1,0,137709.15,0
0759,Male,28,France,7,63318.1,2,1,1,98645.01,0
0760,Male,57,France,3,2494.69,2,0,0,110947.65,1
0761,Female,28,France,0,180860.92,1,0,0,46001.33,0
0762,Female,53,Germany,0,133914.15,1,1,1,110714.34,0
0763,Male,66,Germany,9,209029.43,1,0,0,13937.01,0
0764,Female,56,France,2,205347.09,3,1,0,62544.99,0
0765,Male,57,Germany,8,210831.54,4,0,1,97745.47,0
0766,Male,52,Spain,6,121273.66,2,1,0,30453.52,0
0767,Male,51,Spain,1,83407.1,3,1,0,125220.5,1
0768,Female,64,Spain,8,197889.55,2,1,1,42904.38,0
0769,Female,41,France,9,112823.53,1,1,1,101319.36,0
0770,Male,39,Germany,1,45860.55,3,0,1,66727.6,0
0771,Male,22,France,2,213743.5,1,0,1,93446.1,0
0772,Male,50,Germany,10,220639.97,2,1,0,25043.08,0
0773,Male,53,Spain,9,116577.44,2,1,0,12367.79,0
0774,Female,64,France,1,18924.93,4,0,1,137339.02,1
0775,Female,37,Germany,2,96956.52,2,0,0,47748.2,1
0776,Male,36,Germany,5,200884.41,1,1,0,124754.78,1
0777,Male,52,Spain,8,225443.51,2,1,1,149909.04,1
0778,Female,69,France,8,50868.19,4,1,1,39600.38,0
0779,Female,60,France,6,16743.4,4,1,0,47123.9,1
0780,Male,34,France,2,219337.61,1,1,1,102800.37,0
0781,Male,62,Spain,3,97351.23,3,0,1,145162.81,0
0782,Male,60,France,5,135440.24,2,1,1,138214.01,0
0783,Female,51,Spain,10,242016.45,4,0,0,80402.57,0
0784,Female,26,Spain,4,16641.18,2,0,1,121315.44,0
0785,Female,43,Spain,1,162079.5,2,0,0,29004.42,1
0786,Male,19,Germany,5,18526.36,3,1,0,146841.35,0
0787,Male,26,France,2,93867.23,4,0,0,145009.45,0
0788,Female,26,France,7,200953.64,2,0,1,32922.05,0
0789,Female,57,Spain,1,108368.06,4,0,1,51919.24,0
0790,Male,34,Spain,0,249295.59,1,0,1,24021.7,0
0791,Female,18,France,8,139764.82,1,1,1,48040.46,0
0792,Female,42,Spain,2,80290.54,2,1,1,124233.81,0
0793,Male,60,France,10,55027.83,4,0,0,62964.19,0
0794,Female,57,Germany,0,87630.13,2,0,0,22375.58,0
0795,Male,59,Spain,6,93133.32,4,1,0,57911.57,0
0796,Male,42,France,9,17178.42,4,1,1,147393.67,0
0797,Male,56,Spain,4,92393.55,3,1,0,98155.7,0
0798,Male,52,France,4,116059.63,3,0,0,68262.53,0
0799,Male,20,France,0,180684.44,3,1,1,33315.39,0
0800,Male,67,Spain,8,164182.37,2,0,1,148064.75,0
0801,Male,54,Germany,6,177191.41,3,0,0,124918.86,0
0802,Female,61,France,7,2090.92,3,1,0,49406.82,0
0803,Male,61,France,8,54416.85,1,0,1,19809.62,0
0804,Male,68,France,5,165421.07,4,1,1,17927.58,0
0805,Female,47,Germany,4,120997.34,4,0,1,26852.94,0
0806,Female,55,Germany,5,1328.37,3,1,1,91307.6,1
0807,Female,51,Spain,10,201123.66,4,0,0,140026.88,1
0808,Male,29,Germany,1,193202.39,1,0,0,79544.08,0
0809,Female,36,Spain,3,137104.79,1,1,1,128012.37,0
0810,Male,54,Spain,2,16615.83,3,1,0,72424.13,0
0811,Male,61,Germany,6,191628.76,1,1,0,109201.7,1
0812,Male,66,Spain,8,145928.4,4,1,1,112462.18,1
0813,Male,34,Germany,4,195489.99,2,0,0,34354.92,0
0814,Female,27,Spain,5,187936.75,4,1,0,60570.25,1
0815,Female,66,Germany,9,200750.52,2,1,0,99222.3,0
0816,Male,64,Germany,1,129502.02,3,0,1,19897.53,0
0817,Male,29,Spain,2,35081.13,2,1,1,60615.63,0
0818,Male,33,France,2,167789.37,1,1,0,84871.93,0
0819,Female,41,Spain,8,155118.45,4,0,1,149471.43,1
0820,Male,36,Germany,6,185563.3,2,1,1,76434.7,0
0821,Male,25,France,7,42470.25,4,1,1,124247.95,0
0822,Female,48,Spain,10,48743.8,3,1,0,70489.42,1
0823,Female,38,Spain,9,222602.38,3,1,0,121494.7,1
0824,Male,34,Spain,10,187494.45,1,1,1,93358.07,0
0825,Female,40,France,8,227057.12,3,1,0,134123.36,0
0826,Female,54,Germany,5,189678.83,2,0,0,67531.96,0
0827,Male,33,Spain,3,149288.83,3,1,0,94602.62,0
0828,Female,23,Spain,0,163533.18,1,0,0,98202.62,1
0829,Male,25,Spain,7,222281.98,4,0,0,68433.61,1
0830,Female,42,Spain,6,144701.69,4,0,1,30203.69,0
0831,Male,35,Spain,1,158097.83,3,0,0,23098.32,0
0832,Male,42,Germany,7,39119.18,2,1,0,12334.02,0
0833,Male,29,Germany,4,118480.31,1,1,0,132294.8,1
0834,Female,32,Spain,6,179099.28,2,1,1,43106.49,0
0835,Male,43,France,3,67735.67,1,0,1,39610.94,0
0836,Female,58,Germany,4,50563.55,3,1,1,113044.96,0
0837,Male,62,France,7,78456.7,1,1,0,54802.26,0
0838,Male,43,Germany,0,60375.16,1,1,1,80846.26,0
0839,Female,64,Spain,0,53728.16,3,0,1,32751.55,0
0840,Male,49,Germany,3,106212.71,2,0,1,144364.4,1
0841,Male,27,Spain,2,226959.63,3,1,1,129221.4,1
0842,Female,33,Germany,9,126764.91,1,0,0,130930.55,0
0843,Male,24,Spain,1,46980.1,3,0,1,66948.32,0
0844,Male,34,Spain,2,19242.92,1,1,1,116730.57,0
0845,Male,40,Spain,10,174039.04,3,0,0,30142.66,0
0846,Male,43,Spain,10,95699.69,4,0,0,11206.66,0
0847,Female,38,France,10,205457.74,4,1,1,12796.21,1
0848,Female,39,Spain,0,164877.69,3,0,0,92124.24,0
0849,Male,24,France,0,199060.36,2,0,1,73755.29,0
0850,Female,31,France,5,67986.51,1,0,0,82522.15,1
0851,Male,32,Spain,4,173089.73,4,0,0,11044.84,1
0852,Female,24,France,7,66015.5,2,0,1,69176.13,0
0853,Male,26,Germany,1,234767.12,1,0,0,110529.54,0
0854,Male,68,Spain,3,159093.57,4,0,1,71977.12,0
0855,Male,65,France,7,81127.95,4,0,0,112510.69,0
0856,Male,25,Spain,5,67377.97,3,1,1,42622.66,0
0857,Male,67,Spain,0,47731.65,1,1,0,123839.88,0
0858,Male,40,Spain,3,173660.24,2,1,0,92380.37,1
0859,Female,46,France,0,54678.9,2,1,0,39506.83,0
0860,Male,35,Germany,1,148825.82,2,0,0,43140.87,0
0861,Female,48,Germany,4,66158.76,1,1,0,97924.27,0
0862,Male,47,France,7,165492.24,2,1,1,126191.54,0
0863,Female,69,Spain,7,203734.93,2,0,0,68187.89,1
0864,Female,56,France,10,194506.31,2,0,1,46162.06,0
0865,Female,52,France,2,190212.83,3,0,1,131381.62,0
0866,Male,35,France,10,46930.6,3,0,1,103697.56,0
0867,Male,59,Spain,3,22096.24,1,0,0,72731.97,0
0868,Female,56,France,9,174737.21,1,1,1,78306.03,0
0869,Male,34,Spain,10,92086.8,2,0,0,38595.91,0
0870,Female,31,France,5,108086.56,3,1,1,97752.37,0
0871,Male,48,Germany,10,7787.27,4,1,1,60223.95,0
0872,Female,41,France,10,64894.11,4,0,1,149390.32,0
0873,Female,52,France,9,8419.1,2,1,1,77225.69,1
0874,Male,61,Germany,2,219796.44,2,1,1,78023.98,1
0875,Female,62,Spain,1,60849.17,3,0,0,89219.25,0
0876,Male,51,Spain,5,139334.29,3,1,1,138345.84,0
0877,Female,20,France,10,9744.83,3,1,1,122114.53,0
0878,Female,54,Germany,4,166711.85,1,1,0,73158.21,0
0879,Male,60,Spain,9,80756.84,1,0,0,110617.9,0
0880,Male,57,France,4,224479.8,2,0,0,92072.97,1
0881,Male,43,Germany,9,222029.55,1,0,1,78931.39,1
0882,Female,40,Spain,4,81322.65,3,1,1,36924.21,0
0883,Male,61,Spain,9,225240.22,3,0,1,74951.08,0
0884,Female,56,Germany,4,249039.42,1,1,1,44414.6,1
0885,Female,32,Germany,2,206353.92,4,0,1,138077.9,1
0886,Male,66,Germany,6,211217.84,2,1,1,56956.95,0
0887,Male,21,Germany,5,62252.18,4,0,0,143316.96,0
